net,length_um
net23594,101.64µm
net23596,101.64µm
net23610,101.64µm
net23627,101.64µm
net23631,101.64µm
net23633,101.64µm
net23639,101.64µm
net23726,101.64µm
net23771,101.64µm
net23779,101.64µm
net23890,101.64µm
net23897,101.64µm
net30256,101.64µm
net12887,101.62µm
net22800,101.62µm
net22922,101.62µm
net23101,101.62µm
net23109,101.62µm
net23113,101.62µm
net23117,101.62µm
net23145,101.62µm
net23160,101.62µm
net23182,101.62µm
net23191,101.62µm
net23330,101.62µm
net23339,101.62µm
net23557,101.62µm
net23560,101.62µm
net23564,101.62µm
net23661,101.62µm
net23666,101.62µm
net23670,101.62µm
net23824,101.62µm
net23852,101.62µm
net23960,101.62µm
net29998,101.62µm
net30615,101.62µm
_025951_,101.6µm
net15085,101.6µm
net22950,101.6µm
net23134,101.6µm
i2c_master_inst.current_state\[5\],101.58µm
net2765,101.58µm
net19548,101.58µm
net20626,101.58µm
net21380,101.58µm
net21388,101.58µm
net21975,101.58µm
net22046,101.58µm
net20587,101.57µm
i2c_master_inst.I2C_NBY\[0\],101.56µm
net6650,101.56µm
net7494,101.56µm
net7534,101.56µm
net20681,101.56µm
net21355,101.56µm
net21507,101.56µm
net21769,101.56µm
net22902,101.56µm
net23585,101.56µm
net25831,101.56µm
net29848,101.56µm
net26389,101.55µm
_059797_,101.54µm
net2724,101.54µm
net20255,101.54µm
net20260,101.54µm
net21352,101.54µm
net21472,101.54µm
net22224,101.54µm
net24438,101.54µm
net59447,101.54µm
net2868,101.535µm
cpu_inst.CORE.core_i.ex_stage_i.alu_i.alu_div_i.AReg_DP\[15\],101.52µm
net10599,101.52µm
net13353,101.52µm
net16783,101.52µm
net20210,101.52µm
net21894,101.52µm
net23379,101.52µm
net23510,101.52µm
net23602,101.52µm
net23683,101.52µm
net23711,101.52µm
net23713,101.52µm
net23774,101.52µm
net26371,101.52µm
net63703,101.52µm
net3985,101.51µm
_018190_,101.5µm
_019076_,101.5µm
net16112,101.5µm
net20687,101.5µm
net23122,101.5µm
net25368,101.5µm
net27656,101.5µm
clknet_leaf_155_clk_i_regs,101.5µm
net4990,101.48µm
net11358,101.48µm
net23246,101.48µm
_018013_,101.46µm
net16556,101.46µm
net23129,101.46µm
net4284,101.44µm
net21449,101.44µm
_009771_,101.42µm
conv_accelerator_inst.wd_q\[24\],101.42µm
net4257,101.42µm
net11122,101.42µm
net21925,101.42µm
net23461,101.42µm
net30396,101.42µm
net10729,101.415µm
_019436_,101.4µm
_025348_,101.4µm
net21658,101.4µm
net21787,101.4µm
net22958,101.4µm
net23025,101.4µm
net23036,101.4µm
net23298,101.4µm
net23458,101.4µm
net23485,101.4µm
net26186,101.4µm
net30198,101.4µm
_020155_,101.38µm
net9391,101.38µm
net14592,101.38µm
net18479,101.38µm
net22375,101.38µm
net24728,101.38µm
_013420_,101.36µm
net17509,101.36µm
net20959,101.36µm
net28281,101.36µm
net49704,101.36µm
_019827_,101.34µm
net6622,101.34µm
net17451,101.34µm
net20763,101.34µm
net20941,101.34µm
net21080,101.34µm
net21773,101.34µm
net26819,101.34µm
net28358,101.34µm
net654,101.335µm
_046476_,101.32µm
net16087,101.32µm
net20653,101.32µm
net21200,101.32µm
net21579,101.32µm
net22032,101.32µm
net22216,101.32µm
net23577,101.32µm
net1959,101.305µm
net20247,101.3µm
net21495,101.3µm
net21981,101.3µm
net22214,101.3µm
net23436,101.3µm
net23573,101.3µm
net23777,101.3µm
net30305,101.3µm
_018149_,101.28µm
_020595_,101.28µm
_059979_,101.28µm
net6911,101.28µm
net7218,101.28µm
net21879,101.28µm
net22899,101.28µm
net22986,101.28µm
net23103,101.28µm
net23107,101.28µm
net23111,101.28µm
net23119,101.28µm
net23150,101.28µm
net23151,101.28µm
net23180,101.28µm
net23189,101.28µm
net23194,101.28µm
net23293,101.28µm
net23328,101.28µm
net23337,101.28µm
net23347,101.28µm
net23530,101.28µm
net23642,101.28µm
net23663,101.28µm
net23668,101.28µm
net23672,101.28µm
net23676,101.28µm
net23811,101.28µm
net23822,101.28µm
net23850,101.28µm
net23860,101.28µm
net23962,101.28µm
net23966,101.28µm
net25090,101.28µm
net25263,101.28µm
net2627,101.26µm
net12186,101.26µm
net15901,101.26µm
net23085,101.26µm
net26409,101.25µm
_020133_,101.24µm
net6164,101.24µm
net15378,101.24µm
net15567,101.24µm
net19558,101.24µm
net20233,101.24µm
net20410,101.24µm
net20711,101.24µm
net20880,101.24µm
net7152,101.22µm
net11837,101.22µm
net17495,101.22µm
net20744,101.22µm
net20904,101.22µm
net20972,101.22µm
net21007,101.22µm
net21015,101.22µm
net21062,101.22µm
net21628,101.22µm
net22033,101.22µm
net25540,101.22µm
net26567,101.22µm
net28897,101.22µm
net29741,101.22µm
net23745,101.215µm
net15129,101.21µm
net20370,101.2µm
net20378,101.2µm
net21130,101.2µm
net21376,101.2µm
net22189,101.2µm
net22220,101.2µm
net22820,101.2µm
net23217,101.2µm
net23317,101.2µm
net15176,101.185µm
net12522,101.18µm
net13348,101.18µm
net20522,101.18µm
net21617,101.18µm
net21870,101.18µm
net21877,101.18µm
net21917,101.18µm
net22845,101.18µm
net22856,101.18µm
net22945,101.18µm
net22962,101.18µm
net23066,101.18µm
net23086,101.18µm
net23207,101.18µm
net23439,101.18µm
net23502,101.18µm
net23503,101.18µm
net23513,101.18µm
net23687,101.18µm
net23794,101.18µm
net23898,101.18µm
net1509,101.16µm
net8421,101.16µm
net21520,101.16µm
net22929,101.16µm
net22932,101.16µm
net23135,101.16µm
net23152,101.16µm
net23769,101.16µm
net23971,101.16µm
net26855,101.155µm
_028147_,101.14µm
net12684,101.14µm
net22159,101.14µm
net27044,101.14µm
net59984,101.14µm
_020537_,101.12µm
net14043,101.12µm
net19944,101.12µm
net20417,101.12µm
net20716,101.12µm
net14793,101.11µm
_023422_,101.1µm
net15800,101.1µm
net20165,101.1µm
net20362,101.1µm
net20400,101.1µm
net21048,101.1µm
net22197,101.1µm
net19489,101.09µm
_039169_,101.08µm
net19533,101.08µm
net20213,101.08µm
net20500,101.08µm
net21265,101.08µm
net21801,101.08µm
net22208,101.08µm
net7913,101.06µm
net13276,101.06µm
net16992,101.06µm
net18981,101.06µm
net20272,101.06µm
net22988,101.06µm
net23272,101.06µm
net24618,101.06µm
net24691,101.05µm
net27797,101.05µm
_018155_,101.04µm
yz_bram_ctrl_inst.yz_ram.u_mem.u_mem.g_2k\[1\].u_cell.rdata\[27\],101.04µm
net4255,101.04µm
net8562,101.04µm
net23969,101.04µm
net26499,101.04µm
net25394,101.03µm
_029162_,101.02µm
net20409,101.02µm
net23760,101.02µm
net27605,101.02µm
net17864,101.01µm
net20823,101µm
net21333,101µm
net21568,101µm
net23273,101µm
net26467,101µm
net63903,101µm
_014140_,100.99µm
net16044,100.99µm
net65964,100.99µm
net3062,100.98µm
net3920,100.98µm
net20198,100.98µm
net20558,100.98µm
net20604,100.98µm
net20654,100.98µm
net20800,100.98µm
net21060,100.98µm
net27784,100.98µm
net1645,100.975µm
net9505,100.97µm
_019289_,100.96µm
net460,100.96µm
net22080,100.96µm
net22883,100.96µm
net23414,100.96µm
net23712,100.96µm
net30092,100.96µm
net66470,100.96µm
_011792_,100.94µm
_013493_,100.94µm
net430,100.94µm
net2519,100.94µm
net12241,100.94µm
net20277,100.94µm
net23089,100.94µm
net23333,100.94µm
net23662,100.94µm
_012631_,100.93µm
_010734_,100.92µm
net13051,100.92µm
net13778,100.92µm
net19301,100.92µm
net25617,100.92µm
net28428,100.92µm
net28066,100.915µm
_014116_,100.91µm
_019932_,100.9µm
_025177_,100.9µm
net565,100.9µm
net7263,100.9µm
net21745,100.9µm
net23062,100.9µm
net25752,100.89µm
_050603_,100.88µm
net5024,100.88µm
net7595,100.88µm
net14125,100.88µm
net20603,100.88µm
net20810,100.88µm
net20820,100.88µm
net20853,100.88µm
net20988,100.88µm
net27604,100.88µm
net28438,100.88µm
net28933,100.88µm
net29508,100.88µm
net25361,100.87µm
_024501_,100.86µm
net4911,100.86µm
net22268,100.86µm
net22849,100.86µm
net23504,100.86µm
net23892,100.86µm
net61409,100.86µm
net15354,100.845µm
_018178_,100.84µm
_051722_,100.84µm
net11054,100.84µm
net20238,100.84µm
net20264,100.84µm
net20496,100.84µm
net22103,100.84µm
net22812,100.84µm
net23067,100.84µm
net23245,100.84µm
net23888,100.84µm
net28373,100.84µm
net22937,100.835µm
net22975,100.835µm
_024972_,100.83µm
_029467_,100.82µm
_039005_,100.82µm
net22927,100.82µm
net23033,100.82µm
net23115,100.82µm
net23147,100.82µm
net23154,100.82µm
net23558,100.82µm
net66066,100.82µm
_017431_,100.815µm
_023195_,100.8µm
net8358,100.8µm
net10419,100.8µm
net19782,100.8µm
net19930,100.8µm
_018248_,100.78µm
net21074,100.78µm
net21149,100.78µm
net21179,100.78µm
net21415,100.78µm
net22155,100.78µm
net61364,100.78µm
_019040_,100.76µm
net343,100.76µm
net7173,100.76µm
net20815,100.76µm
net20898,100.76µm
net21353,100.76µm
net27349,100.76µm
_045793_,100.755µm
net1474,100.745µm
_049411_,100.74µm
yz_bram_ctrl_inst.yz_ram.u_mem.u_mem.g_2k\[0\].u_cell.rdata\[5\],100.74µm
net6105,100.74µm
net19858,100.74µm
net20218,100.74µm
net20290,100.74µm
net22115,100.74µm
net22238,100.74µm
net23230,100.74µm
net23392,100.74µm
net23586,100.74µm
net23749,100.74µm
net23809,100.74µm
net23879,100.74µm
net58667,100.74µm
_019074_,100.72µm
_025081_,100.72µm
_050325_,100.72µm
net9919,100.72µm
net21100,100.72µm
net22969,100.72µm
net22980,100.72µm
net23258,100.72µm
net23268,100.72µm
net23280,100.72µm
net23292,100.72µm
net23448,100.72µm
net23486,100.72µm
net23509,100.72µm
net23750,100.72µm
net23796,100.72µm
net23901,100.72µm
net25142,100.71µm
_019870_,100.7µm
net8180,100.7µm
net10579,100.7µm
net15057,100.7µm
net20867,100.7µm
net23178,100.7µm
net23549,100.7µm
_056635_,100.68µm
net9230,100.68µm
net9996,100.68µm
net20344,100.68µm
net21045,100.68µm
net21602,100.68µm
net30239,100.68µm
_024450_,100.66µm
net6514,100.66µm
net21153,100.66µm
net22843,100.66µm
net26140,100.66µm
net61575,100.66µm
cpu_inst.CORE.core_i.cs_registers_i.gen_trigger_regs.tmatch_value_q\[17\],100.64µm
net2528,100.64µm
net20599,100.64µm
net20806,100.64µm
net20986,100.64µm
net20987,100.64µm
net21016,100.64µm
net21026,100.64µm
net21535,100.64µm
net23031,100.64µm
net23203,100.64µm
net25399,100.64µm
clknet_leaf_25_clk_i_regs,100.64µm
net28457,100.625µm
net742,100.62µm
net13882,100.62µm
net18929,100.62µm
net20265,100.62µm
net20291,100.62µm
net21377,100.62µm
net22799,100.62µm
net22813,100.62µm
net22815,100.62µm
net23159,100.62µm
net23222,100.62µm
net23225,100.62µm
net23521,100.62µm
net23704,100.62µm
net23739,100.62µm
net23776,100.62µm
net29856,100.61µm
_010449_,100.6µm
net6325,100.6µm
net12335,100.6µm
net20450,100.6µm
net21606,100.6µm
net22928,100.6µm
net23044,100.6µm
net23664,100.6µm
net23826,100.6µm
net23953,100.6µm
_039902_,100.58µm
net885,100.58µm
net19724,100.58µm
net26171,100.58µm
net21290,100.56µm
net21351,100.56µm
net21965,100.56µm
net22042,100.56µm
net5860,100.545µm
_022090_,100.54µm
net20552,100.54µm
net20807,100.54µm
net21473,100.54µm
net21498,100.54µm
net21751,100.54µm
net22044,100.54µm
net28415,100.54µm
cpu_inst.CORE.core_i.ex_stage_i.mult_i.op_b_i\[15\],100.52µm
net10735,100.52µm
net20273,100.52µm
net20396,100.52µm
net20491,100.52µm
net20574,100.52µm
net20694,100.52µm
net20879,100.52µm
net21104,100.52µm
net21160,100.52µm
net21163,100.52µm
net21167,100.52µm
net22007,100.52µm
net23492,100.52µm
net27723,100.52µm
_052517_,100.5µm
net20335,100.5µm
net21133,100.5µm
net21555,100.5µm
net22111,100.5µm
net22817,100.5µm
net22822,100.5µm
net22868,100.5µm
net23017,100.5µm
net23376,100.5µm
net23416,100.5µm
net23597,100.5µm
net23708,100.5µm
uart_gu_inst.UART_CPB\[24\],100.48µm
net5817,100.48µm
net8892,100.48µm
net15419,100.48µm
net16499,100.48µm
net20293,100.48µm
net22910,100.48µm
net23484,100.48µm
net27936,100.48µm
net66272,100.48µm
net25448,100.47µm
_019157_,100.46µm
_044740_,100.46µm
net3054,100.46µm
net22728,100.46µm
net25576,100.45µm
net344,100.44µm
net21644,100.44µm
net15650,100.435µm
net12060,100.43µm
net4323,100.42µm
net7641,100.42µm
net8986,100.42µm
net12492,100.42µm
net16981,100.42µm
net20758,100.42µm
net20916,100.42µm
net20926,100.42µm
net21158,100.42µm
net21536,100.42µm
net21651,100.42µm
net21691,100.42µm
net21883,100.42µm
net22079,100.42µm
net26009,100.42µm
net9245,100.4µm
net20008,100.4µm
net20212,100.4µm
net22064,100.4µm
net23508,100.4µm
net23517,100.4µm
net23781,100.4µm
_013721_,100.38µm
_020762_,100.38µm
_022281_,100.38µm
_046062_,100.38µm
net20141,100.38µm
net20294,100.38µm
net20295,100.38µm
net20368,100.38µm
net23002,100.38µm
net23481,100.38µm
net23792,100.38µm
_020529_,100.375µm
net1724,100.36µm
net17427,100.36µm
net21464,100.36µm
net22168,100.36µm
net22209,100.36µm
net22222,100.36µm
net23844,100.36µm
net23878,100.36µm
_013415_,100.35µm
net6056,100.35µm
_056470_,100.34µm
net7961,100.34µm
net10480,100.34µm
net12760,100.34µm
net23581,100.34µm
net27573,100.34µm
net28692,100.34µm
net8785,100.33µm
net1227,100.32µm
net10848,100.32µm
net14051,100.32µm
net20665,100.32µm
net20760,100.32µm
net21056,100.32µm
net21247,100.32µm
net61708,100.32µm
net19128,100.3µm
net20426,100.3µm
net20445,100.3µm
net21145,100.3µm
net21350,100.3µm
net21429,100.3µm
net21580,100.3µm
net21809,100.3µm
net21908,100.3µm
net23620,100.3µm
net25659,100.3µm
net30404,100.3µm
_021605_,100.28µm
net4500,100.28µm
net18097,100.28µm
net21232,100.28µm
net21571,100.28µm
net22809,100.28µm
net22821,100.28µm
net22882,100.28µm
net22891,100.28µm
net22895,100.28µm
net22896,100.28µm
net22947,100.28µm
net23000,100.28µm
net23069,100.28µm
net23080,100.28µm
net23082,100.28µm
net23216,100.28µm
net23226,100.28µm
net23231,100.28µm
net23261,100.28µm
net23369,100.28µm
net23400,100.28µm
net23401,100.28µm
net23403,100.28µm
net23404,100.28µm
net23411,100.28µm
net23601,100.28µm
net23623,100.28µm
net23624,100.28µm
net23628,100.28µm
net23634,100.28µm
net23636,100.28µm
net23710,100.28µm
net18729,100.275µm
_009837_,100.26µm
net7995,100.26µm
net15029,100.26µm
net19703,100.26µm
net20280,100.26µm
net20385,100.26µm
net20504,100.26µm
net20535,100.26µm
net20591,100.26µm
net21243,100.26µm
net22010,100.26µm
net23102,100.26µm
net23116,100.26µm
net23146,100.26µm
net23462,100.26µm
net23559,100.26µm
net23673,100.26µm
net8419,100.24µm
net23834,100.24µm
net15316,100.235µm
net208,100.23µm
_049029_,100.22µm
net10789,100.22µm
net18675,100.22µm
net20849,100.22µm
net20855,100.22µm
net21618,100.22µm
net30078,100.22µm
net63889,100.205µm
_017375_,100.2µm
net15406,100.2µm
net19356,100.2µm
net20845,100.2µm
net20983,100.2µm
net21072,100.2µm
net21671,100.2µm
net29668,100.2µm
uart_gu_inst.rx_tick_cnt\[14\],100.18µm
net20286,100.18µm
net21188,100.18µm
net21753,100.18µm
net21837,100.18µm
net21938,100.18µm
net22026,100.18µm
net23767,100.18µm
net27817,100.18µm
net8694,100.16µm
net20939,100.16µm
net21915,100.16µm
net22083,100.16µm
net22113,100.16µm
net22847,100.16µm
net23034,100.16µm
net23039,100.16µm
net23221,100.16µm
net23224,100.16µm
net23515,100.16µm
net23522,100.16µm
net23706,100.16µm
net23743,100.16µm
net26461,100.16µm
net29519,100.16µm
net29949,100.16µm
net15213,100.15µm
_019874_,100.14µm
net4550,100.14µm
net21121,100.14µm
net23556,100.14µm
net23798,100.14µm
net23939,100.14µm
net30091,100.14µm
net2596,100.135µm
_017283_,100.13µm
_025539_,100.12µm
net11397,100.12µm
net21438,100.12µm
net21967,100.12µm
net1163,100.1µm
net10511,100.1µm
net20816,100.1µm
net21972,100.1µm
_023622_,100.08µm
_024884_,100.08µm
_027743_,100.08µm
net9207,100.08µm
net20242,100.08µm
net21049,100.08µm
net21487,100.08µm
net21539,100.08µm
net22221,100.08µm
net22244,100.08µm
_009912_,100.06µm
net1114,100.06µm
net2229,100.06µm
net23084,100.06µm
net23455,100.06µm
net28193,100.06µm
net30039,100.06µm
net13820,100.055µm
_045664_,100.04µm
cpu_inst.CORE.core_i.alu_operand_c_ex\[12\],100.04µm
net4680,100.04µm
net6598,100.04µm
net10654,100.04µm
net20100,100.04µm
net20348,100.04µm
net20383,100.04µm
net20594,100.04µm
net21117,100.04µm
net22970,100.04µm
net22987,100.04µm
net23037,100.04µm
net23045,100.04µm
net23234,100.04µm
net23478,100.04µm
net23490,100.04µm
net23587,100.04µm
net23851,100.04µm
net23861,100.04µm
net8350,100.03µm
net15819,100.025µm
_018104_,100.02µm
net8464,100.02µm
net20245,100.02µm
net22830,100.02µm
net23136,100.02µm
net23168,100.02µm
net23652,100.02µm
net26837,100.02µm
net28052,100.02µm
net27574,100.005µm
_020105_,100µm
_020272_,100µm
_028478_,100µm
_056659_,100µm
uart_yz_inst.UART_CPB\[11\],100µm
net15907,100µm
net18026,100µm
net29595,100µm
net49712,100µm
_052912_,99.99µm
_012265_,99.98µm
net16090,99.98µm
net16334,99.98µm
net18586,99.98µm
net20319,99.98µm
net21029,99.98µm
net21387,99.98µm
net21463,99.98µm
net21814,99.98µm
net61384,99.98µm
net19708,99.97µm
net10001,99.96µm
net11448,99.96µm
net20219,99.96µm
net20526,99.96µm
net20647,99.96µm
net20913,99.96µm
net20920,99.96µm
net20976,99.96µm
net21088,99.96µm
net21091,99.96µm
net21092,99.96µm
net21275,99.96µm
net21435,99.96µm
net3845,99.94µm
net9329,99.94µm
net20449,99.94µm
net21897,99.94µm
net22798,99.94µm
net22816,99.94µm
net22818,99.94µm
net22854,99.94µm
net22885,99.94µm
net22887,99.94µm
net22890,99.94µm
net22930,99.94µm
net23070,99.94µm
net23072,99.94µm
net23256,99.94µm
net23409,99.94µm
net23412,99.94µm
net23519,99.94µm
net23591,99.94µm
net23593,99.94µm
net23598,99.94µm
net23630,99.94µm
net23702,99.94µm
net23707,99.94µm
net23741,99.94µm
net23744,99.94µm
net23746,99.94µm
net23783,99.94µm
net23889,99.94µm
net23894,99.94µm
net29345,99.94µm
net29802,99.94µm
_020788_,99.92µm
net4326,99.92µm
net20354,99.92µm
net20536,99.92µm
net20537,99.92µm
net22199,99.92µm
net23161,99.92µm
net23212,99.92µm
net22839,99.9µm
net22931,99.9µm
net23832,99.9µm
net26593,99.9µm
net30461,99.9µm
_017527_,99.895µm
net23377,99.89µm
_027425_,99.88µm
_051928_,99.88µm
net5034,99.88µm
net10026,99.88µm
net10406,99.88µm
net20755,99.88µm
net20948,99.88µm
net21326,99.88µm
net22137,99.88µm
_009391_,99.86µm
net21046,99.86µm
net21343,99.86µm
net21523,99.86µm
net23236,99.86µm
net30407,99.86µm
net64633,99.86µm
net787,99.84µm
net20134,99.84µm
net20356,99.84µm
net20991,99.84µm
net21217,99.84µm
net21824,99.84µm
net24476,99.84µm
net28821,99.84µm
net29255,99.84µm
_021854_,99.82µm
conv_accelerator_inst.fc_scores\[3\]\[12\],99.82µm
net886,99.82µm
net4231,99.82µm
net15053,99.82µm
net20309,99.82µm
net20373,99.82µm
net21392,99.82µm
net21946,99.82µm
net22128,99.82µm
net22848,99.82µm
net22859,99.82µm
net22894,99.82µm
net22959,99.82µm
net22971,99.82µm
net22984,99.82µm
net23035,99.82µm
net23077,99.82µm
net23079,99.82µm
net23081,99.82µm
net23177,99.82µm
net23215,99.82µm
net23251,99.82µm
net23259,99.82µm
net23263,99.82µm
net23264,99.82µm
net23266,99.82µm
net23365,99.82µm
net23366,99.82µm
net23367,99.82µm
net23368,99.82µm
net23370,99.82µm
net23371,99.82µm
net23372,99.82µm
net23373,99.82µm
net23374,99.82µm
net23378,99.82µm
net23516,99.82µm
net23527,99.82µm
net23552,99.82µm
net23589,99.82µm
net23600,99.82µm
net23626,99.82µm
net23638,99.82µm
net23698,99.82µm
net23772,99.82µm
net23787,99.82µm
net23883,99.82µm
net23896,99.82µm
net23925,99.82µm
net275,99.8µm
net21270,99.8µm
net23951,99.8µm
_045047_,99.78µm
net6720,99.78µm
net12622,99.78µm
net21873,99.78µm
net30110,99.78µm
net30700,99.78µm
net60134,99.78µm
net23075,99.77µm
_012244_,99.765µm
_021921_,99.76µm
yz_bram_ctrl_inst.yz_ram.u_mem.u_mem.g_2k\[0\].u_cell.rdata\[31\],99.76µm
net5209,99.76µm
net20851,99.76µm
net21964,99.76µm
net27711,99.76µm
net20432,99.74µm
net20852,99.74µm
net21573,99.74µm
net21662,99.74µm
net21920,99.74µm
net22088,99.74µm
net8398,99.73µm
